,1. open,2. high,3. low,4. close,5. volume
2010-06-30,201.0,230.48,193.76,199.53,50884200.0
2010-07-30,199.55,217.05,193.0,210.04,26545300.0
2010-08-31,207.48,217.41,197.06,198.36,28898400.0
2010-09-30,200.99,226.3,191.0,224.0,36487300.0
2010-10-29,225.0,248.5,219.0,240.06,21999400.0
2010-11-30,242.61,256.89,230.01,237.03,21307100.0
2010-12-31,241.92,260.7199,215.0,224.11,39928500.0
2011-01-31,226.44,243.6,219.33,236.51,24292500.0
2011-02-28,230.31,258.83,230.31,240.56,17569000.0
2011-03-31,242.51,262.38,240.36,251.72,21003500.0
2011-04-29,252.01,278.1,251.94,275.89,16267300.0
2011-05-31,276.97,288.57,268.0,287.05,18425400.0
2011-06-30,286.6,309.81,258.336,301.34,28117800.0
2011-07-29,300.48,322.2771,299.6,303.25,22110000.0
2011-08-31,308.24,340.42,291.671,329.71,41203300.0
2011-09-30,330.13,361.94,311.52,317.16,35450500.0
2011-10-31,314.5,356.0,293.01,347.24,25824000.0
2011-11-30,336.74,374.7,333.36,374.55,23154300.0
2011-12-30,372.41,384.99,358.0,372.82,17155900.0
2012-01-31,378.37,378.64,336.26,355.57,24796900.0
2012-02-29,358.24,428.57,356.0,420.0,23125500.0
2012-03-30,422.49,437.56,406.278,420.54,16534300.0
2012-04-30,421.84,462.3399,419.0,452.27,17635800.0
2012-05-31,455.85,466.98,394.2,406.51,24839000.0
2012-06-29,398.61,435.73,389.9,430.11,15962700.0
2012-07-31,435.07,448.0,404.7,436.57,17387500.0
2012-08-31,424.09,433.15,413.182,422.9,15590200.0
2012-09-28,417.54,461.79,417.54,451.48,12935000.0
2012-10-31,453.18,486.08,447.38,460.93,16670600.0
2012-11-30,463.41,490.75,453.57,488.68,13786900.0
2012-12-31,491.0,498.62,473.861,491.28,13185700.0
2013-01-31,506.3,535.35,501.0,518.4,19434000.0
2013-02-28,520.81,526.49,507.36,517.82,12139500.0
2013-03-28,515.0,541.96,508.158,541.13,11596600.0
2013-04-30,542.44,552.93,518.5601,552.93,11407700.0
2013-05-31,538.77,589.0,533.795,570.25,12107000.0
2013-06-28,571.34,591.8899,557.06,574.5,13958200.0
2013-07-31,578.61,626.23,567.02,610.61,15769200.0
2013-08-30,618.74,656.98,603.59,606.08,14161400.0
2013-09-30,612.0,695.01,610.49,672.78,12250000.0
2013-10-31,674.42,737.829,647.4401,717.1,12447300.0
2013-11-29,723.95,765.15,719.63,760.81,8992300.0
2013-12-31,760.81,839.38,744.06,835.46,16193300.0
2014-01-31,837.41,847.48,71.75,75.68,89062480.0
2014-02-28,76.05,78.669,72.11,77.72,129614900.0
2014-03-31,76.53,79.83,72.35,74.7,125655600.0
2014-04-30,75.25,75.5499,68.68,73.55,146992700.0
2014-05-30,75.57,77.89,72.52,76.45,89928000.0
2014-06-30,76.77,77.8768,72.45,73.47,96035300.0
2014-07-31,74.2,79.22,73.81,74.15,97352100.0
2014-08-29,73.84,77.85,73.65,75.81,65450496.0
2014-09-30,75.93,78.37,73.79,73.92,94404343.0
2014-10-31,73.82,84.83,69.64,83.75,146775620.0
2014-11-28,83.82,87.89,82.7,87.29,79121079.0
2014-12-31,86.56,89.87,82.05,86.16,92838649.0
2015-01-30,86.68,87.3643,79.82,82.03,109165806.0
2015-02-27,81.71,93.0,80.58,90.13,105919974.0
2015-03-31,89.56,92.95,86.39,86.39,102877780.0
2015-04-30,86.73,93.59,85.37,90.21,98370633.0
2015-05-29,90.36,94.5,89.96,92.26,77508589.0
2015-06-30,92.4,96.31,91.295,93.48,74508928.0
2015-07-31,94.47,98.82,92.13,97.4,95962448.0
2015-08-31,97.74,99.18,74.61,92.37,91684180.0
2015-09-30,90.2,94.84,88.015,90.12,99724861.0
2015-10-30,90.57,101.65,88.92,98.99,82243214.0
2015-11-30,98.9,101.76,96.5,97.92,73092165.0
2015-12-31,98.21,100.8,94.5,97.36,76718259.0
2016-01-29,95.37,95.83,81.0,89.03,130546491.0
2016-02-29,88.52,89.2,78.52,86.92,101649268.0
2016-03-31,87.77,94.94,85.93,94.5,85475783.0
2016-04-29,93.65,100.0,93.04,96.99,85145826.0
2016-05-31,97.15,97.94,94.0801,95.9,58041194.0
2016-06-30,95.59,97.99,87.59,88.06,100059919.0
2016-07-29,89.16,96.5,86.65,95.24,100886421.0
2016-08-31,95.23,97.19,94.41,96.63,64306473.0
2016-09-30,96.67,102.31,96.51,101.77,80439813.0
2016-10-31,101.39,108.93,99.78,107.02,79315405.0
2016-11-30,107.0,107.14,100.36,102.2,89458966.0
2016-12-30,102.33,105.71,99.51,103.25,73668781.0
2017-01-31,104.41,111.07,104.11,106.33,68393544.0
2017-02-28,106.63,111.0,104.01,110.46,62917415.0
2017-03-31,111.42,113.5,110.13,112.47,65076456.0
2017-04-28,112.7,117.37,111.01,116.32,49523703.0
2017-05-31,116.54,122.98,115.55,122.88,72583030.0
2017-06-30,122.8,126.19,119.89,121.45,72655390.0
2017-07-31,122.25,132.1989,120.65,127.8,63628111.0
2017-08-31,128.66,134.5,127.59,133.3,56569720.0
2017-09-29,133.84,143.59,131.68,141.2,75098940.0
2017-10-31,141.9,152.0,141.32,148.77,69790714.0
2017-11-30,149.95,154.65,145.28,150.47,69323858.0
2017-12-29,150.4,154.65,140.61,151.36,64504555.0
2018-01-31,152.01,170.81,151.12,169.0,65933051.0
2018-02-28,172.51,179.17,156.8,175.76,95250905.0
2018-03-29,176.35,183.73,168.55,175.16,79202783.0
2018-04-30,174.64,180.0,167.94,178.27,82958991.0
2018-05-31,178.27,194.72,176.91,190.12,80297845.0
2018-06-29,192.03,204.0,191.9,196.52,67718503.0
2018-07-31,195.74,214.28,194.75,198.0,72080746.0
2018-08-31,199.27,215.86,197.87,215.56,61785017.0
2018-09-28,215.68,224.36,209.7,222.61,60647188.0
2018-10-31,224.84,225.35,183.75,197.67,126423572.0
2018-11-30,198.89,208.86,177.4,201.07,92166101.0
2018-12-31,206.01,209.91,171.89,188.65,100285779.0
2019-01-31,185.83,212.97,180.98,211.13,90428656.0
2019-02-28,211.99,225.6,211.2,224.77,62001686.0
2019-03-29,226.88,237.08,215.93,235.45,65956468.0
2019-04-30,238.3,257.43,233.12,254.24,65397625.0
2019-05-31,254.9,258.86,239.96,251.49,85032644.0
2019-06-28,251.8,269.85,240.25,264.53,76232162.0
2019-07-31,269.99,283.33,264.87,272.27,62248094.0
2019-08-30,273.93,282.96,253.9,281.37,77381651.0
2019-09-30,279.99,293.69,266.61,271.57,79164008.0
2019-10-31,271.49,280.44,258.51,276.81,80273740.0
2019-11-29,279.0,293.0,268.42,292.23,61941778.0
2019-12-31,290.59,301.53,281.5,298.59,57810068.0
2020-01-31,300.46,327.09,296.02,315.94,81391722.0
2020-02-28,318.8,347.25,273.55,290.25,106212105.0
2020-03-31,298.89,314.59,199.99,241.56,213092350.0
2020-04-30,230.94,285.0,227.1,274.97,140346895.0
2020-05-29,268.7,310.0,263.01,300.89,89072601.0
2020-06-30,300.8,316.06,285.15,295.7,90051514.0
2020-07-31,295.96,317.24,288.65,308.53,81646996.0
2020-08-31,311.0,367.25,309.3,358.19,73162457.0
2020-09-30,357.71,361.6,320.81,338.17,78157591.0
2020-10-30,342.24,355.0,281.2,288.64,83282963.0
2020-11-30,294.24,357.0,288.12,336.51,77333212.0
2020-12-31,339.67,359.41,325.53,356.94,74195740.0
2021-01-29,358.0,358.125,312.38,316.29,94821378.0
2021-02-26,320.91,368.79,317.58,353.85,80077997.0
2021-03-31,360.68,389.5,344.676,356.05,103399213.0
2021-04-30,357.04,401.5,355.24,382.06,63238275.0
2021-05-28,385.47,386.865,355.37,360.58,66249181.0
2021-06-30,364.48,380.92,359.54,365.09,69360744.0
2021-07-30,366.05,395.28,363.365,385.94,70852071.0
2021-08-31,389.3,389.98,344.68,346.23,75319779.0
2021-09-30,347.38,362.5899,335.62,347.68,86591399.0
2021-10-29,349.83,367.3499,328.87,335.52,89791980.0
2021-11-30,335.25,371.13,310.11,314.92,132988976.0
2021-12-31,320.78,364.65,306.0,359.32,90416897.0
2022-01-31,359.79,386.55,330.59,386.38,115446664.0
2022-02-28,385.76,399.92,341.3149,360.82,91243761.0
2022-03-31,357.85,370.76,305.605,357.38,97502965.0
2022-04-29,359.22,381.97,342.87,363.38,68736214.0
2022-05-31,363.0,369.24,312.77,357.87,75027847.0
2022-06-30,358.2,368.31,303.65,315.48,65072588.0
2022-07-29,314.1,356.8,309.455,353.79,51926173.0
2022-08-31,347.81,361.95,324.28,324.37,54862345.0
2022-09-30,323.81,339.48,281.69,284.34,60088754.0
2022-10-31,287.85,331.8,276.87,328.18,68697681.0
2022-11-30,332.22,356.4,308.6,356.4,56179774.0
2022-12-30,357.99,369.26,336.43,347.73,50710037.0
2023-01-31,349.96,390.0,343.94,370.6,65447151.0
2023-02-28,368.57,380.47,349.59,355.29,45192096.0
2023-03-31,354.0,369.15,340.21,363.41,68442857.0
2023-04-28,362.61,381.93,355.97,380.03,47166966.0
2023-05-31,380.49,392.2,357.85,365.02,65034153.0
2023-06-30,367.16,395.17,365.845,393.3,61953208.0
2023-07-31,391.34,405.19,387.13,394.28,50764724.0
2023-08-31,393.78,417.777,386.42,412.64,46910074.0
2023-09-29,413.84,418.6,391.48,395.91,46028613.0
2023-10-31,393.6,405.34,359.77,376.35,59703927.0
2023-11-30,378.67,414.16,375.04,413.83,51321264.0
2023-12-29,412.89,428.36,404.315,426.51,50488386.0
2024-01-31,424.09,462.0,416.53,449.23,54145901.0
2024-02-29,455.0,479.14,450.12,474.76,49122346.0
2024-03-28,474.91,490.0,464.62,481.57,45479432.0
2024-04-30,480.66,483.3,450.88,451.2,50384529.0
2024-05-31,445.8,464.93,436.9,447.07,55547125.0
2024-06-28,443.48,463.07,437.885,441.16,49532959.0
2024-07-31,440.8,474.0,428.86,463.71,59951348.0
2024-08-30,465.46,485.74,439.5901,483.34,46818941.0
2024-09-30,482.47,501.8,473.1101,493.8,50821917.0
2024-10-31,497.26,527.9,489.68,499.59,52689609.0
2024-11-29,500.44,535.77,498.53,532.94,53190927.0
2024-12-31,532.93,537.7,518.17,526.57,53020839.0
2025-01-31,529.19,576.94,499.92,555.43,57393823.0
2025-02-28,552.64,576.43,551.07,576.31,43545934.0
2025-03-21,577.33,582.23,517.71,535.69,47812934.0
